ID,Title,IMDb,Age Category,d1,d2,d3,d4
3231,The Shaggy Dog,6.5,all,0,0,0,0
3232,Herbie Goes to Monte Carlo,5.7,all,0,0,0,0
3233,Home on the Range,5.3,7+,1,0,0,0
3234,The Little Mermaid II: Return to the Sea,5.6,7+,1,0,0,0
3235,The Cheetah Girls: One World,4.7,all,0,0,0,0
3236,Leroy & Stitch,6.2,all,0,0,0,0
3237,Herbie Fully Loaded,4.8,all,0,0,0,0
3238,A Wrinkle in Time,4.2,7+,1,0,0,0
3239,Benji the Hunted,6.3,all,0,0,0,0
3240,Recess: Taking the Fifth Grade,6.8,all,0,0,0,0
3241,The Even Stevens Movie,6.2,all,0,0,0,0
3242,Mars Needs Moms,5.4,7+,1,0,0,0
3243,Sharpay's Fabulous Adventure,4.7,all,0,0,0,0
3244,Home Alone 3,4.5,7+,1,0,0,0
3245,3 Men and a Little Lady,5.4,7+,1,0,0,0
3246,Beauty and the Beast: The Enchanted Christmas,6.1,all,0,0,0,0
3247,Tiger Cruise,6.2,7+,1,0,0,0
3248,Stitch! The Movie,6.2,all,0,0,0,0
3249,Babes in Toyland,6.3,all,0,0,0,0
3250,Tall Tale,5.9,7+,1,0,0,0
3251,G-Force,5.1,7+,1,0,0,0
3252,Snow Dogs,5.2,7+,1,0,0,0
3253,Dr. Dolittle 2,4.7,7+,1,0,0,0
3254,Camp Nowhere,6.1,7+,1,0,0,0
3255,Honey I Blew Up the Kid,4.8,7+,1,0,0,0
3256,One Magic Christmas,6.5,all,0,0,0,0
3257,The Computer Wore Tennis Shoes,6.1,all,0,0,0,0
3258,102 Dalmatians,4.9,all,0,0,0,0
3259,The Santa Clause 3: The Escape Clause,4.7,all,0,0,0,0
3260,Return from Witch Mountain,5.9,all,0,0,0,0
3261,Prom,5.4,7+,1,0,0,0
3262,The Wild,5.3,all,0,0,0,0
3263,Valiant,5.5,all,0,0,0,0
3264,The Haunted Mansion,5,7+,1,0,0,0
3265,Jungle 2 Jungle,5.2,7+,1,0,0,0
3266,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2.4,all,0,0,0,0
3267,Tom and Huck,5.5,7+,1,0,0,0
3268,Young Black Stallion,5.6,all,0,0,0,0
3269,Pocahontas II: Journey to a New World,4.9,all,0,0,0,0
3270,Cheetah,6,all,0,0,0,0
3271,The Fox and the Hound 2,5.3,all,0,0,0,0
3272,"Honey, We Shrunk Ourselves",5,7+,1,0,0,0
3273,The Jungle Book 2,5.4,all,0,0,0,0
3274,I'll Be Home for Christmas,5.5,all,0,0,0,0
3275,Confessions of a Teenage Drama Queen,4.6,7+,1,0,0,0
3276,The Shaggy D.A.,5.9,all,0,0,0,0
3277,The Brave Little Toaster to the Rescue,6.3,all,0,0,0,0
3278,Blank Check,5.3,7+,1,0,0,0
3279,Cinderella II: Dreams Come True,5,all,0,0,0,0
3280,Belle's Magical World,5.4,all,0,0,0,0
3281,Tarzan & Jane,5.4,all,0,0,0,0
3282,Operation Dumbo Drop,5.1,7+,1,0,0,0
3283,Herbie Goes Bananas,5,all,0,0,0,0
3284,The Brave Little Toaster Goes to Mars,5.7,all,0,0,0,0
3285,First Kid,5.2,7+,1,0,0,0
3286,College Road Trip,4.3,all,0,0,0,0
3287,Life with Mikey,5.6,7+,1,0,0,0
3288,Sacred Planet,6.1,all,0,0,0,0
3289,The Hunchback of Notre Dame II,4.7,all,0,0,0,0
3290,Life-Size 2,4.8,16+,0,0,1,0
3291,The Million Dollar Duck,5.9,all,0,0,0,0
3292,America's Heart and Soul,5.1,7+,1,0,0,0
3293,Jonas Brothers: The Concert Experience,1.6,all,0,0,0,0
3294,The Country Bears,4.1,all,0,0,0,0
3295,Inspector Gadget 2,3.4,all,0,0,0,0
3296,Doug's 1st Movie,5,all,0,0,0,0
3297,A Kid in King Arthur's Court,4.7,7+,1,0,0,0
3298,George of the Jungle 2,3.3,7+,1,0,0,0
3299,That Darn Cat,4.7,7+,1,0,0,0
3300,Kazaam,3,7+,1,0,0,0
3301,Meet the Deedles,4.1,7+,1,0,0,0
3302,David Attenborough: A Life on Our Planet,9,7+,1,0,0,0
3303,The Social Dilemma,7.6,13+,0,1,0,0
3304,The Trial of the Chicago 7,7.8,18+,0,0,0,1
3305,Fyre,7.2,18+,0,0,0,1
3306,Black Friday,8.5,18+,0,0,0,1
3307,Talvar,8.2,7+,1,0,0,0
3308,The Departed,8.5,18+,0,0,0,1
3309,Terminator 2: Judgment Day,8.5,18+,0,0,0,1
3310,The Devil All the Time,7.1,18+,0,0,0,1
3311,Pieces of a Woman,7.1,18+,0,0,0,1
3312,Shutter Island,8.2,18+,0,0,0,1
3313,The Intouchables,8.5,7+,1,0,0,0
3314,Kiss the Ground,8.3,18+,0,0,0,1
3315,No Direction Home: Bob Dylan,8.5,all,0,0,0,0
3316,His House,6.5,16+,0,0,1,0
3317,Super Deluxe,8.4,18+,0,0,0,1
3318,The Big Lebowski,8.1,18+,0,0,0,1
3319,Pad Man,7.9,13+,0,1,0,0
3320,A Clockwork Orange,8.3,18+,0,0,0,1
3321,Casino Royale,8,13+,0,1,0,0
3322,Rush,8.1,18+,0,0,0,1
3323,Eurovision Song Contest: The Story of Fire Saga,6.5,13+,0,1,0,0
3324,Million Dollar Baby,8.1,13+,0,1,0,0
3325,Ma Rainey's Black Bottom,7,18+,0,0,0,1
3326,Over the Moon,6.4,7+,1,0,0,0
3327,Nightcrawler,7.8,18+,0,0,0,1
3328,Rain Man,8,18+,0,0,0,1
3329,The Hater,7.1,18+,0,0,0,1
3330,My Octopus Teacher,8.1,all,0,0,0,0
3331,Kung Fu Panda,7.6,7+,1,0,0,0
3332,Superbad,7.6,18+,0,0,0,1
3333,Chinatown,8.2,18+,0,0,0,1
3334,The Life Ahead,6.8,13+,0,1,0,0
3335,The Terminal,7.4,13+,0,1,0,0
3336,How to Train Your Dragon 2,7.8,7+,1,0,0,0
3337,Love Actually,7.6,18+,0,0,0,1
3338,A Whisker Away,6.7,7+,1,0,0,0
3339,Boogie Nights,7.9,18+,0,0,0,1
3340,Total Recall,7.5,16+,0,0,1,0
3341,Bo Burnham: Inside,8.8,18+,0,0,0,1
3342,The Conjuring 2,7.3,18+,0,0,0,1
3343,Nocturnal Animals,7.5,18+,0,0,0,1
3344,Hachi: A Dog's Tale,8.1,all,0,0,0,0
3345,Dances with Wolves,8,13+,0,1,0,0
3346,Seven Pounds,7.6,13+,0,1,0,0
3347,Uncut Gems,7.4,18+,0,0,0,1
3348,Okko's Inn,7.1,7+,1,0,0,0
3349,Stardust,7.6,13+,0,1,0,0
3350,The Impossible,7.6,13+,0,1,0,0
3351,War Dogs,7.1,18+,0,0,0,1
3352,The Karate Kid,7.3,7+,1,0,0,0
3353,Get In,5.6,18+,0,0,0,1
3354,A Silent Voice: The Movie,8.2,13+,0,1,0,0
3355,Snowden,7.3,18+,0,0,0,1
3356,The Da Vinci Code,6.6,13+,0,1,0,0
3357,Stranger Than Fiction,7.5,13+,0,1,0,0
3358,Real Steel,7,13+,0,1,0,0
3359,The Founder,7.2,13+,0,1,0,0
3360,Chef,7.3,18+,0,0,0,1
3361,The Old Guard,6.7,18+,0,0,0,1
3362,Fruitvale Station,7.5,18+,0,0,0,1
3363,Quantum of Solace,6.6,13+,0,1,0,0
3364,Layer Cake,7.3,18+,0,0,0,1
3365,Flipped,7.7,7+,1,0,0,0
3366,Friends with Benefits,6.5,18+,0,0,0,1
3367,Enola Holmes,6.6,13+,0,1,0,0
3368,I Am Sam,7.6,13+,0,1,0,0
3369,Memoirs of a Geisha,7.3,13+,0,1,0,0
3370,Mad Max,6.9,18+,0,0,0,1
3371,Angels & Demons,6.7,13+,0,1,0,0
3372,Midnight Run,7.5,18+,0,0,0,1
3373,Ravenous,5.8,18+,0,0,0,1
3374,The Life of David Gale,7.5,18+,0,0,0,1
3375,The Girl Next Door,6.7,18+,0,0,0,1
3376,A Monster Calls,7.5,13+,0,1,0,0
3377,Talladega Nights: The Ballad of Ricky Bobby,6.6,13+,0,1,0,0
3378,The Time Traveler's Wife,7.1,13+,0,1,0,0
3379,State of Play,7.1,13+,0,1,0,0
3380,The Outlaw Josey Wales,7.8,7+,1,0,0,0
3381,The Bank Job,7.2,18+,0,0,0,1
3382,Unknown,6.8,13+,0,1,0,0
3383,My Fair Lady,7.8,all,0,0,0,0
3384,The Dig,7.1,13+,0,1,0,0
3385,Legally Blonde,6.3,13+,0,1,0,0
3386,What Dreams May Come,7,13+,0,1,0,0
3387,Crimson Peak,6.5,18+,0,0,0,1
3388,Madagascar 3: Europe's Most Wanted,6.8,7+,1,0,0,0
3389,Collateral Beauty,6.8,13+,0,1,0,0
3390,Green Zone,6.8,18+,0,0,0,1
3391,The White Tiger,7.1,18+,0,0,0,1
3392,Underworld: Awakening,6.3,18+,0,0,0,1
3393,Philomena,7.6,13+,0,1,0,0
3394,I Care a Lot,6.3,18+,0,0,0,1
3395,The Butler,7.2,13+,0,1,0,0
3396,Dostana,6.5,13+,0,1,0,0
3397,The Lovely Bones,6.7,13+,0,1,0,0
3398,Safety Not Guaranteed,7,18+,0,0,0,1
3399,Peppermint,6.5,18+,0,0,0,1
3400,Nobody Knows I'm Here,6.5,18+,0,0,0,1
3401,Mank,6.9,18+,0,0,0,1
3402,Due Date,6.5,18+,0,0,0,1
3403,Lost Bullet,6.2,18+,0,0,0,1
3404,Election,7.2,18+,0,0,0,1
3405,BÄhubali: The Beginning,8,13+,0,1,0,0
3406,Swordfish,6.5,18+,0,0,0,1
3407,Wish Dragon,7.2,7+,1,0,0,0
3408,Hardcore Henry,6.7,18+,0,0,0,1
3409,Spelling the Dream,6.9,all,0,0,0,0
3410,ParaNorman,7,7+,1,0,0,0
3411,Fear Street Part Two: 1978,6.8,18+,0,0,0,1
3412,Gunpowder Milkshake,6,18+,0,0,0,1
3413,Homefront,6.5,18+,0,0,0,1
3414,No Escape,6.8,18+,0,0,0,1
3415,The Queen,7.3,13+,0,1,0,0
3416,The Whole Nine Yards,6.7,18+,0,0,0,1
3417,The Strangers,6.2,18+,0,0,0,1
3418,Penguins of Madagascar,6.7,7+,1,0,0,0
3419,The Manchurian Candidate,6.6,18+,0,0,0,1
3420,Mile 22,6.1,18+,0,0,0,1
3421,Tenacious D in The Pick of Destiny,6.8,18+,0,0,0,1
3422,The Sum of All Fears,6.4,13+,0,1,0,0
3423,August: Osage County,7.2,18+,0,0,0,1
3424,Free State of Jones,6.9,18+,0,0,0,1
3425,Dark Skies,6.3,16+,0,0,1,0
3426,Safe Haven,6.7,13+,0,1,0,0
3427,BÄhubali 2: The Conclusion,8.2,7+,1,0,0,0
3428,Cloudy with a Chance of Meatballs 2,6.4,7+,1,0,0,0
3429,G.I. Joe: The Rise of Cobra,5.8,13+,0,1,0,0
3430,Drishyam,8.2,18+,0,0,0,1
3431,The Ice Road,5.6,13+,0,1,0,0
3432,Felon,7.4,18+,0,0,0,1
3433,Hillbilly Elegy,6.7,18+,0,0,0,1
3434,The Pelican Brief,6.6,13+,0,1,0,0
3435,I'm Thinking of Ending Things,6.6,18+,0,0,0,1
3436,Surf's Up,6.7,7+,1,0,0,0
3437,The Twilight Saga: Breaking Dawn - Part 2,5.5,13+,0,1,0,0
3438,My Best Friend's Wedding,6.3,13+,0,1,0,0
3439,Before I Fall,6.5,13+,0,1,0,0
3440,Savages,6.5,18+,0,0,0,1
3441,Accepted,6.4,13+,0,1,0,0
3442,The Zookeeper's Wife,7,13+,0,1,0,0
3443,Ip Man 4: The Finale,7,16+,0,0,1,0
3444,Bad Trip,6.6,18+,0,0,0,1
3445,Mr. Peabody & Sherman,6.8,7+,1,0,0,0
3446,The Midnight Sky,5.6,13+,0,1,0,0
3447,Synchronic,6.2,18+,0,0,0,1
3448,Adrift,6.6,13+,0,1,0,0
3449,Da 5 Bloods,6.5,18+,0,0,0,1
3450,The American,6.3,18+,0,0,0,1
3451,The Best of Enemies,7.2,13+,0,1,0,0
3452,Never Back Down,6.6,13+,0,1,0,0
3453,Fear Street: 1666,6.7,18+,0,0,0,1
3454,Zathura: A Space Adventure,6.2,7+,1,0,0,0
3455,Double Jeopardy,6.5,18+,0,0,0,1
3456,Everybody's Fine,7.1,13+,0,1,0,0
3457,Parker,6.2,18+,0,0,0,1
3458,The Karate Kid Part II,6.1,7+,1,0,0,0
3459,Under Siege,6.5,18+,0,0,0,1
3460,The Beguiled,6.3,18+,0,0,0,1
3461,Batman: The Killing Joke,6.4,18+,0,0,0,1
3462,Sex Drive,6.5,18+,0,0,0,1
3463,Underdogs,6.5,7+,1,0,0,0
3464,The Little Rascals,6.3,7+,1,0,0,0
3465,Ballerina,6.8,7+,1,0,0,0
3466,An Easy Girl,5.6,18+,0,0,0,1
3467,The Book of Henry,6.6,13+,0,1,0,0
3468,The Twilight Saga: Eclipse,5,13+,0,1,0,0
3469,Triple 9,6.3,18+,0,0,0,1
3470,Spanglish,6.4,13+,0,1,0,0
3471,The Interpreter,6.4,13+,0,1,0,0
3472,Not Another Teen Movie,5.7,16+,0,0,1,0
3473,Disclosure,8.2,18+,0,0,0,1
3474,Dead Man Down,6.5,18+,0,0,0,1
3475,Outside the Wire,5.4,18+,0,0,0,1
3476,Project Power,6,18+,0,0,0,1
3477,High Strung Free Dance,6.9,7+,1,0,0,0
3478,The Twilight Saga: Breaking Dawn - Part 1,4.9,13+,0,1,0,0
3479,At Eternity's Gate,6.9,13+,0,1,0,0
3480,3 Days to Kill,6.2,13+,0,1,0,0
3481,Trollhunters: Rise of the Titans,7,7+,1,0,0,0
3482,Death to 2020,6.8,18+,0,0,0,1
3483,Wildlife,6.8,13+,0,1,0,0
3484,If Anything Happens I Love You,7.8,7+,1,0,0,0
3485,Fatherhood,6.7,13+,0,1,0,0
3486,Our Idiot Brother,6.4,18+,0,0,0,1
3487,Takers,6.2,13+,0,1,0,0
3488,The Twilight Saga: New Moon,4.7,13+,0,1,0,0
3489,Rocks,7.5,18+,0,0,0,1
3490,Step Up Revolution,6.4,13+,0,1,0,0
3491,Giving Voice,6.7,13+,0,1,0,0
3492,Eddie Murphy Raw,7.7,18+,0,0,0,1
3493,Eat Pray Love,5.8,13+,0,1,0,0
3494,American Murder: The Family Next Door,7.2,18+,0,0,0,1
3495,After We Collided,5.2,18+,0,0,0,1
3496,Mystic Pizza,6.3,16+,0,0,1,0
3497,C/o Kancharapalem,9,7+,1,0,0,0
3498,Your Highness,5.5,18+,0,0,0,1
3499,Alexander,5.6,18+,0,0,0,1
3500,Streets of Fire,6.7,7+,1,0,0,0
3501,Seaspiracy,8.2,18+,0,0,0,1
3502,Moxie,6.7,13+,0,1,0,0
3503,Oxygen,6.5,18+,0,0,0,1
3504,Athlete A,7.6,13+,0,1,0,0
3505,The Fourth Kind,5.9,13+,0,1,0,0
3506,Bastille Day,6.3,18+,0,0,0,1
3507,The Whole Truth,6.2,18+,0,0,0,1
3508,Penguin Bloom,6.8,13+,0,1,0,0
3509,Kingsglaive: Final Fantasy XV,6.8,13+,0,1,0,0
3510,Mirai,7,7+,1,0,0,0
3511,Child's Play 2,5.9,18+,0,0,0,1
3512,OMG: Oh My God!,8.1,all,0,0,0,0
3513,Get on Up,6.9,13+,0,1,0,0
3514,Stowaway,5.6,18+,0,0,0,1
3515,Four Christmases,5.7,13+,0,1,0,0
3516,Bombay Talkies,6.7,13+,0,1,0,0
3517,Vampire Academy,5.5,13+,0,1,0,0
3518,Kingdom: Ashin of the North,7.1,18+,0,0,0,1
3519,Blue Miracle,6.7,7+,1,0,0,0
3520,Small Town Crime,6.6,18+,0,0,0,1
3521,Rising Phoenix,8.1,13+,0,1,0,0
3522,Seventh Son,5.5,13+,0,1,0,0
3523,The Woman in the Window,5.7,18+,0,0,0,1
3524,Croupier,7.1,18+,0,0,0,1
3525,The Smurfs,5.4,7+,1,0,0,0
3526,Mandela: Long Walk to Freedom,7.1,13+,0,1,0,0
3527,Good on Paper,5.6,18+,0,0,0,1
3528,Ophelia,6.6,13+,0,1,0,0
3529,Metallica: Some Kind of Monster,7.5,18+,0,0,0,1
3530,Unfriended,5.5,18+,0,0,0,1
3531,Yes Day,5.7,7+,1,0,0,0
3532,Blood Red Sky,6.1,18+,0,0,0,1
3533,Ferry,7,18+,0,0,0,1
3534,Fools Rush In,6.1,13+,0,1,0,0
3535,Wild Child,6.1,13+,0,1,0,0
3536,The Lovebirds,6.1,18+,0,0,0,1
3537,Machete Kills,5.6,18+,0,0,0,1
3538,The Last Letter From Your Lover,6.8,18+,0,0,0,1
3539,Red Joan,6.4,18+,0,0,0,1
3540,Quigley Down Under,6.9,13+,0,1,0,0
3541,Life of Crime,5.8,18+,0,0,0,1
3542,The Silence,5.3,13+,0,1,0,0
3543,Winchester,5.5,13+,0,1,0,0
3544,The Karate Kid Part III,5.3,7+,1,0,0,0
3545,Haseen Dillruba,6.9,18+,0,0,0,1
3546,Bride of Chucky,5.4,18+,0,0,0,1
3547,Congo,5.2,13+,0,1,0,0
3548,The Prom,5.9,13+,0,1,0,0
3549,Greater,7.3,7+,1,0,0,0
3550,Dennis the Menace,5.6,7+,1,0,0,0
3551,Metallica: Through the Never,7.2,18+,0,0,0,1
3552,Xtreme,5.8,18+,0,0,0,1
3553,Two Distant Strangers,6.9,18+,0,0,0,1
3554,Breaking Boundaries: The Science of Our Planet,7.8,7+,1,0,0,0
3555,"Yes, God, Yes",6.1,18+,0,0,0,1
3556,Gunjan Saxena: The Kargil Girl,5.3,16+,0,0,1,0
3557,The Stepfather,5.6,13+,0,1,0,0
3558,The Sweetest Thing,5.2,18+,0,0,0,1
3559,Thunder Force,4.4,13+,0,1,0,0
3560,The Prince & Me,5.9,7+,1,0,0,0
3561,Fantastic Fungi,7.8,16+,0,0,1,0
3562,West Beirut,7.7,13+,0,1,0,0
3563,The Nut Job,5.7,7+,1,0,0,0
3564,Pihu,6.7,all,0,0,0,0
3565,American Me,7.2,18+,0,0,0,1
3566,The Christmas Chronicles: Part Two,6,7+,1,0,0,0
3567,Black '47,6.9,18+,0,0,0,1
3568,The Ottoman Lieutenant,6.5,18+,0,0,0,1
3569,Fred Claus,5.6,7+,1,0,0,0
3570,Pariah,7.2,18+,0,0,0,1
3571,The Boys in the Band,6.8,18+,0,0,0,1
3572,The Tree of Blood,6.4,18+,0,0,0,1
3573,The Mirror Has Two Faces,6.6,13+,0,1,0,0
3574,The Forty-Year-Old Version,7.2,18+,0,0,0,1
3575,Good Burger,5.7,7+,1,0,0,0
3576,Nights in Rodanthe,6,13+,0,1,0,0
3577,Dick Johnson Is Dead,7.5,13+,0,1,0,0
3578,The Happytime Murders,5.4,18+,0,0,0,1
3579,Cradle 2 the Grave,5.8,18+,0,0,0,1
3580,Rust Creek,5.9,18+,0,0,0,1
3581,The Smurfs 2,5.3,7+,1,0,0,0
3582,Fishermanâ€™s Friends,7,13+,0,1,0,0
3583,The Meddler,6.3,13+,0,1,0,0
3584,Below Zero,6.2,18+,0,0,0,1
3585,Lying and Stealing,5.4,18+,0,0,0,1
3586,Year One,4.9,13+,0,1,0,0
3587,Coming Soon,7.4,7+,1,0,0,0
3588,Jingle Jangle: A Christmas Journey,6.5,7+,1,0,0,0
3589,Beverly Hills Ninja,5.6,13+,0,1,0,0
3590,In a Valley of Violence,6,18+,0,0,0,1
3591,Escape from Planet Earth,5.9,7+,1,0,0,0
3592,Sleight,5.9,18+,0,0,0,1
3593,The Hummingbird Project,6.2,18+,0,0,0,1
3594,Edge of Seventeen,6.8,18+,0,0,0,1
3595,American Outlaws,6,13+,0,1,0,0
3596,Mary Magdalene,5.9,18+,0,0,0,1
3597,BLACKPINK: Light Up the Sky,7.5,all,0,0,0,0
3598,Madras Cafe,7.7,13+,0,1,0,0
3599,Child's Play 3,5.1,18+,0,0,0,1
3600,I Am All Girls,5.8,18+,0,0,0,1
3601,Jagame Thandhiram,6,18+,0,0,0,1
3602,Hubie Halloween,5.2,13+,0,1,0,0
3603,Bulbbul,6.6,18+,0,0,0,1
3604,Malcolm & Marie,6.7,18+,0,0,0,1
3605,Black or White,6.6,13+,0,1,0,0
3606,The Darkest Hour,4.9,13+,0,1,0,0
3607,Ratchet & Clank,5.6,7+,1,0,0,0
3608,Pyaar Ka Punchnama 2,7.2,13+,0,1,0,0
3609,Love Jones,7.4,18+,0,0,0,1
3610,Playing for Keeps,5.7,13+,0,1,0,0
3611,Finding 'Ohana,6.1,7+,1,0,0,0
3612,Three,7.3,13+,0,1,0,0
3613,Love Happens,5.7,13+,0,1,0,0
3614,The Wind,5.6,18+,0,0,0,1
3615,Feel the Beat,6.3,all,0,0,0,0
3616,Hotel for Dogs,5.4,7+,1,0,0,0
3617,Silver Skates,7.1,18+,0,0,0,1
3618,Elizabeth Harvest,5.8,18+,0,0,0,1
3619,Choked: Paisa Bolta Hai,5.8,16+,0,0,1,0
3620,The Operative,5.7,18+,0,0,0,1
3621,PelÃ©,7,13+,0,1,0,0
3622,Hannah Gadsby: Douglas,7.9,18+,0,0,0,1
3623,Operation Christmas Drop,5.8,all,0,0,0,0
3624,Herod's Law,8,18+,0,0,0,1
3625,A Princess for Christmas,6.4,7+,1,0,0,0
3626,The Paramedic,5.6,18+,0,0,0,1
3627,Sword of Trust,6.3,18+,0,0,0,1
3628,2 Hearts,6.1,13+,0,1,0,0
3629,The Night Clerk,5.5,18+,0,0,0,1
3630,Work It,6.1,16+,0,0,1,0
3631,Domestic Disturbance,5.6,13+,0,1,0,0
3632,Gimme Shelter,6.5,13+,0,1,0,0
3633,Secret Magic Control Agency,6.2,7+,1,0,0,0
3634,The Three Deaths of Marisela Escobedo,8.2,18+,0,0,0,1
3635,Nayattu,8.2,18+,0,0,0,1
3636,Audrey,7.2,16+,0,0,1,0
3637,I'm No Longer Here,7.3,18+,0,0,0,1
3638,Modest Heroes,6.6,7+,1,0,0,0
3639,Seed of Chucky,4.8,18+,0,0,0,1
3640,Welcome Home,5.2,18+,0,0,0,1
3641,1BR,5.8,16+,0,0,1,0
3642,The Last Blockbuster,6.7,16+,0,0,1,0
3643,Mandela,8.5,16+,0,0,1,0
3644,Calm with Horses,6.9,18+,0,0,0,1
3645,A Haunted House 2,4.7,18+,0,0,0,1
3646,The Seventh Day,4.4,18+,0,0,0,1
3647,6 Bullets,6.1,18+,0,0,0,1
3648,Things Heard & Seen,5.3,18+,0,0,0,1
3649,Fighting,5.6,13+,0,1,0,0
3650,Best of the Best,6.4,13+,0,1,0,0
3651,Incarnate,5.3,13+,0,1,0,0
3652,Hell Fest,5.5,18+,0,0,0,1
3653,Wasp Network,5.9,18+,0,0,0,1
3654,Maximum Risk,5.5,18+,0,0,0,1
3655,Red Dot,5.5,18+,0,0,0,1
3656,Skater Girl,6.7,7+,1,0,0,0
3657,Murder by the Coast,6.5,18+,0,0,0,1
3658,"Crack: Cocaine, Corruption & Conspiracy",6.7,18+,0,0,0,1
3659,Nail Bomber: Manhunt,6.3,18+,0,0,0,1
3660,Gabbar Is Back,7.1,13+,0,1,0,0
3661,The Legacy of the Bones,6.3,18+,0,0,0,1
3662,This Changes Everything,7.4,7+,1,0,0,0
3663,Rebecca,6,13+,0,1,0,0
3664,Secrets of the Saqqara Tomb,7.2,7+,1,0,0,0
3665,AK vs AK,6.9,18+,0,0,0,1
3666,Rogue City,6.1,13+,0,1,0,0
3667,The Wedding Guest,5.8,18+,0,0,0,1
3668,Good Hair,6.9,13+,0,1,0,0
3669,Biggie: I Got a Story to Tell,6.9,18+,0,0,0,1
3670,Into the Grizzly Maze,5.3,18+,0,0,0,1
3671,The Vanished,5.7,18+,0,0,0,1
3672,Blaze,6.6,18+,0,0,0,1
3673,Angel Eyes,5.6,18+,0,0,0,1
3674,Hostel: Part III,4.6,18+,0,0,0,1
3675,What Keeps You Alive,5.7,18+,0,0,0,1
3676,Cinema Bandi,8,all,0,0,0,0
3677,Ghosts of War,5.5,18+,0,0,0,1
3678,The Wild Thornberrys Movie,5.6,7+,1,0,0,0
3679,Night in Paradise,6.7,16+,0,0,1,0
3680,Trevor Noah: Son of Patricia,7.3,18+,0,0,0,1
3681,Nobody Sleeps in the Woods Tonight,4.8,18+,0,0,0,1
3682,Never Back Down 2: The Beatdown,5.7,18+,0,0,0,1
3683,Hampstead,6.1,13+,0,1,0,0
3684,The Next Karate Kid,4.5,7+,1,0,0,0
3685,The 8th Night,5.4,18+,0,0,0,1
3686,The Soul,6.6,16+,0,0,1,0
3687,Wazir,7.1,13+,0,1,0,0
3688,Vampires vs. the Bronx,5.6,13+,0,1,0,0
3689,All Together Now,6.5,7+,1,0,0,0
3690,The Fluffy Movie,7.3,13+,0,1,0,0
3691,Unknown Origins,6.1,18+,0,0,0,1
3692,Revolt,5.3,18+,0,0,0,1
3693,Why Do Fools Fall In Love,6.4,18+,0,0,0,1
3694,365 Days,3.3,18+,0,0,0,1
3695,Starship Troopers: Traitor of Mars,5.5,18+,0,0,0,1
3696,The Lost Husband,6.1,13+,0,1,0,0
3697,An Evening with Beverly Luff Linn,5.8,18+,0,0,0,1
3698,The Grizzlies,7.5,18+,0,0,0,1
3699,Nate Bargatze: The Greatest Average American,7.3,all,0,0,0,0
3700,Pagglait,6.9,16+,0,0,1,0
3701,Operation Varsity Blues: The College Admissions Scandal,7,18+,0,0,0,1
3702,Shaitan,7.2,13+,0,1,0,0
3703,Scary Movie 5,3.5,13+,0,1,0,0
3704,Pet Sematary II,4.9,18+,0,0,0,1
3705,Iron Sky: The Coming Race,5,18+,0,0,0,1
3706,Rize,7.1,13+,0,1,0,0
3707,The Four Seasons,6.8,7+,1,0,0,0
3708,Offering to the Storm,6.2,18+,0,0,0,1
3709,Ali & Ratu Ratu Queens,7.1,16+,0,0,1,0
3710,The House of Flowers: The Movie,5.5,18+,0,0,0,1
3711,Waist Deep,5.9,18+,0,0,0,1
3712,Love Jacked,5.8,13+,0,1,0,0
3713,Strange But True,5.8,13+,0,1,0,0
3714,The Late Bloomer,5.2,18+,0,0,0,1
3715,Rock the Kasbah,5.5,18+,0,0,0,1
3716,Crazy About Her,6.6,18+,0,0,0,1
3717,We Summon the Darkness,5.2,18+,0,0,0,1
3718,Ride Like a Girl,7,7+,1,0,0,0
3719,The Saint,4.9,13+,0,1,0,0
3720,Coven,6.3,18+,0,0,0,1
3721,New Gods: Nezha Reborn,6.9,13+,0,1,0,0
3722,Why Did You Kill Me?,5.6,18+,0,0,0,1
3723,Pootie Tang,5.3,13+,0,1,0,0
3724,Mary Kom,6.8,13+,0,1,0,0
3725,Hey Arnold! The Movie,6,7+,1,0,0,0
3726,Tanu Weds Manu,6.8,13+,0,1,0,0
3727,Ashin of the North,8.2,18+,0,0,0,1
3728,Piercing,5.6,18+,0,0,0,1
3729,Effie Gray,6,13+,0,1,0,0
3730,Mucho Mucho Amor: The Legend of Walter Mercado,7.3,16+,0,0,1,0
3731,Ladies First,7.2,all,0,0,0,0
3732,"Hello, Love, Goodbye",7.4,7+,1,0,0,0
3733,Canvas,6.5,all,0,0,0,0
3734,Eric Andre: Legalize Everything,6.2,18+,0,0,0,1
3735,Ari EldjÃ¡rn: Pardon My Icelandic,7.9,18+,0,0,0,1
3736,Still Smokin,5.6,18+,0,0,0,1
3737,Killing Gunther,4.8,18+,0,0,0,1
3738,Get the Goat,6.2,13+,0,1,0,0
3739,The Young Messiah,5.7,13+,0,1,0,0
3740,Mean Girls 2,4.1,13+,0,1,0,0
3741,Fatima,6.6,13+,0,1,0,0
3742,Indian Horse,7.3,13+,0,1,0,0
3743,All My Friends Are Dead,5.8,18+,0,0,0,1
3744,AdÃº,6.7,18+,0,0,0,1
3745,Animal Crackers,5.8,7+,1,0,0,0
3746,American Pie Presents: Girls' Rules,3.8,18+,0,0,0,1
3747,A California Christmas,5.8,13+,0,1,0,0
